uid,formula,reduced_formula,gap_pbe_2d,gap_hse_2d,ehull,dyn_stab,gap_pbe_bulk_mean,gap_pbe_bulk_min,gap_pbe_bulk_max,gap_hse_bulk_mean,n_bulk_matches,material_ids,delta_gap_pbe,delta_gap_hse
2RuO2-1,Ru2 O4,RuO2,0.04535948969079717,0.6932405137718671,0.1633954260879674,Yes,0.20249999999999999,0.0,0.6074999999999999,0.0,3,mp-8909|mp-1008785|mp-825,-0.1571405103092028,0.6932405137718671
1FeCl2-2,Fe1 Cl2,FeCl2,0.0,1.843415626877007,0.037396404064127996,Yes,0.32325000000000004,0.03569999999999984,0.6108000000000002,1.501238,2,mp-571096|mp-23229,-0.32325000000000004,0.3421776268770069
1FeCl2-3,Fe1 Cl2,FeCl2,0.3509700852153994,0.07095808909646162,0.06702106620731103,Yes,0.32325000000000004,0.03569999999999984,0.6108000000000002,1.501238,2,mp-571096|mp-23229,0.02772008521539937,-1.4302799109035385
2AgF2-1,Ag2 F4,AgF2,0.004376930886414776,1.0283652360546158,0.02432570085540438,Yes,0.0,0.0,0.0,0.0,2,mp-2284|mp-7715,0.004376930886414776,1.0283652360546158
1MoS2-1,Mo1 S2,MoS2,1.580389439677671,2.0874393506372604,0.0,Yes,1.1593555555555555,0.0,1.6582,1.870464525,9,mp-1042086|mp-558544|mp-1027525|mp-1018809|mp-1023939|mp-1025874|mp-1434|mp-2815|mp-1023924,0.4210338841221155,0.21697482563726034
4PtI2-1,Pt4 I8,PtI2,1.2248896505889335,2.212097415686374,0.0,Yes,1.2250999999999999,1.2250999999999999,1.2250999999999999,2.309022,1,mp-28319,-0.0002103494110663462,-0.09692458431362594
2PtSe2-1,Pt2 Se4,PtSe2,1.4413985524309434,2.2970478969934147,0.10315506853557295,Yes,0.8273999999999999,0.8273999999999999,0.8273999999999999,1.120346,1,mp-1115,0.6139985524309435,1.1767018969934147
4PdI2-1,Pd4 I8,PdI2,1.069250322077301,2.0172619833021317,0.0,Yes,0.90335,0.8733000000000002,0.9333999999999998,1.868509,2,mp-27747|mp-569017,0.1659003220773011,0.1487529833021317
1WS2-1,W1 S2,WS2,1.5336240776237322,2.0549285900066074,0.0,Yes,1.4721,0.0,1.8407999999999998,1.94745445,7,mp-1028441|mp-1023925|mp-1025571|mp-9813|mp-224|mp-1042100|mp-1023937,0.06152407762373224,0.10747414000660749
1SnSe2-1,Sn1 Se2,SnSe2,0.762167625766442,1.3334170782580537,0.0,Yes,0.7018,0.7018,0.7018,1.150305,1,mp-665,0.06036762576644206,0.18311207825805376
1SnSe2-2,Sn1 Se2,SnSe2,0.8601478860222869,1.7522810776184155,0.05603390973997927,Yes,0.7018,0.7018,0.7018,1.150305,1,mp-665,0.1583478860222869,0.6019760776184155
1SnI2-3,Sn1 I2,SnI2,1.0940909394897314,1.631407622860987,0.15718655976162013,No,1.45545,1.2047999999999996,1.7061000000000002,1.7848950000000001,2,mp-27194|mp-978846,-0.36135906051026856,-0.15348737713901306
1SnI2-1,Sn1 I2,SnI2,1.8366183797033782,2.490076345989749,0.0,Yes,1.45545,1.2047999999999996,1.7061000000000002,1.7848950000000001,2,mp-27194|mp-978846,0.38116837970337825,0.7051813459897489
1SnI2-2,Sn1 I2,SnI2,1.9258382175304294,2.5044769419217303,0.0849615386229831,Yes,1.45545,1.2047999999999996,1.7061000000000002,1.7848950000000001,2,mp-27194|mp-978846,0.4703882175304295,0.7195819419217302
1PtO2-1,Pt1 O2,PtO2,1.673977171451198,3.149976562263642,0.005568644534975038,Yes,0.94125,0.0,1.5987,1.65202262,4,mp-1285|mp-7868|mp-617|mp-20119,0.7327271714511979,1.4979539422636419
4CuF2-1,Cu4 F8,CuF2,0.3828783424979969,2.68226793064,0.0,Yes,0.0,0.0,0.0,0.0,1,mp-1229,0.3828783424979969,2.68226793064
4SAg2-1,Ag8 S4,Ag2S,2.0276455577178805,2.9729601068485216,0.001755042483072992,Yes,0.79415,0.121,1.3608000000000002,1.7818997142857143,9,mp-32868|mp-32884|mp-31053|mp-556225|mp-560025|mp-36216|mp-610517|mp-38511|mp-32669,1.2334955577178803,1.1910603925628074
1GeO2-2,Ge1 O2,GeO2,3.0064733589773707,4.862937273723688,0.15224786814692357,Yes,1.8415833333333333,0.7843,3.2779,2.5241219999999998,6,mp-7812|mp-20893|mp-470|mp-2633|mp-10913|mp-223,1.1648900256440373,2.338815273723688
1GeO2-1,Ge1 O2,GeO2,3.641316492039854,5.355296396300146,0.07845125804849218,Yes,1.8415833333333333,0.7843,3.2779,2.5241219999999998,6,mp-7812|mp-20893|mp-470|mp-2633|mp-10913|mp-223,1.7997331587065206,2.831174396300146
1PdSe2-1,Pd1 Se2,PdSe2,0.5579655400006607,0.9063029400623621,0.025946697146483972,Yes,0.5105,0.5105,0.5105,1.274697,1,mp-2418,0.04746554000066072,-0.36839405993763785
4RhBi2-1,Bi8 Rh4,Bi2Rh,0.013688002047352654,0.010032830186146535,0.023288916713349057,Yes,0.0,0.0,0.0,0.0,1,mp-23217,0.013688002047352654,0.010032830186146535
2MoSe2-1,Mo2 Se4,MoSe2,0.04109179138608565,0.10810643439738388,0.10942414771310283,Yes,1.312442857142857,1.1384,1.4317,1.8472659999999999,7,mp-1027692|mp-1025799|mp-1023940|mp-1018807|mp-1634|mp-7581|mp-1023934,-1.2713510657567713,-1.739159565602616
1PbO2-1,Pb1 O2,PbO2,1.3463092055202286,2.3408532240987285,0.09435902876056564,Yes,0.005166666666666764,0.0,0.015500000000000291,0.0,3,mp-20158|mp-20725|mp-20633,1.3411425388535618,2.3408532240987285
2SAg2-2,Ag4 S2,Ag2S,1.9990583153338455,2.9064802001327337,0.03404070728843032,Yes,0.79415,0.121,1.3608000000000002,1.7818997142857143,9,mp-32868|mp-32884|mp-31053|mp-556225|mp-560025|mp-36216|mp-610517|mp-38511|mp-32669,1.2049083153338453,1.1245804858470194
2SAg2-1,Ag4 S2,Ag2S,1.686160144414556,2.6191243122360603,5.551115123125783e-17,Yes,0.79415,0.121,1.3608000000000002,1.7818997142857143,9,mp-32868|mp-32884|mp-31053|mp-556225|mp-560025|mp-36216|mp-610517|mp-38511|mp-32669,0.892010144414556,0.8372245979503461
1TiS2-2,Ti1 S2,TiS2,0.734252059847778,2.014731286659609,0.14464032229737475,No,0.27526666666666666,0.0,1.6381999999999999,0.5020505550000001,6,mp-1008682|mp-1008676|mp-2156|mp-1042098|mp-558110|mp-9027,0.4589853931811113,1.5126807316596091
1TiS2-1,Ti1 S2,TiS2,0.022400914834475483,1.1841466309428985,0.0,No,0.27526666666666666,0.0,1.6381999999999999,0.5020505550000001,6,mp-1008682|mp-1008676|mp-2156|mp-1042098|mp-558110|mp-9027,-0.2528657518321912,0.6820960759428984
1OTl2-1,Tl2 O1,Tl2O,0.9952623533101983,1.5054793339378678,0.0290294116695069,Yes,0.5714000000000001,0.5714000000000001,0.5714000000000001,1.0709170000000001,2,mp-551470|mp-27484,0.42386235331019817,0.4345623339378677
2OTl2-1,Tl4 O2,Tl2O,0.8188895224341429,1.4685675012117465,0.0,Yes,0.5714000000000001,0.5714000000000001,0.5714000000000001,1.0709170000000001,2,mp-551470|mp-27484,0.2474895224341428,0.3976505012117464
2OK2-2,K4 O2,K2O,0.6078201131784876,1.9173772006913334,0.09532085427269325,Yes,1.1959125,0.5071,1.8499999999999999,2.4143736966666665,8,mp-776016|mp-776081|mp-971|mp-998914|mp-998929|mp-998915|mp-684904|mp-776104,-0.5880923868215123,-0.496996495975333
2OK2-1,K4 O2,K2O,0.5253096646251039,1.8342979026326423,0.0575631195173821,Yes,1.1959125,0.5071,1.8499999999999999,2.4143736966666665,8,mp-776016|mp-776081|mp-971|mp-998914|mp-998929|mp-998915|mp-684904|mp-776104,-0.6706028353748961,-0.5800757940340242
2PtTe2-1,Te4 Pt2,Te2Pt,1.309126196492565,2.0008763803936542,0.14404325964192152,Yes,0.0,0.0,0.0,0.0,1,mp-399,1.309126196492565,2.0008763803936542
4HgI2-1,Hg4 I8,HgI2,1.6639636631658328,2.489792444664536,0.0,Yes,1.5663,1.3282999999999998,2.3184,2.785945,5,mp-23192|mp-23173|mp-567471|mp-583213|mp-568742,0.09766366316583275,-0.29615255533546403
1MoTe2-1,Te2 Mo1,Te2Mo,0.9318333397619183,1.369604108877922,7.401486830834377e-17,Yes,0.7159,0.0,1.0703,0.0,6,mp-1025576|mp-1023938|mp-602|mp-7459|mp-1030319|mp-1023935,0.2159333397619183,1.369604108877922
4ReO2-1,Re4 O8,ReO2,1.3039689530119523,2.097518784118744,0.09190760524393582,Yes,0.0,0.0,0.0,0.0,2,mp-7228|mp-12875,1.3039689530119523,2.097518784118744
2ORb2-1,Rb4 O2,Rb2O,0.3376764088072125,1.5983016082805515,0.0,Yes,0.8092,0.19210000000000005,1.6455,1.88148375,6,mp-1394|mp-755738|mp-776890|mp-753746|mp-776922|mp-755459,-0.47152359119278753,-0.28318214171944844
1VSe2-1,V1 Se2,VSe2,0.24760987188465622,0.9774962167908336,0.0,Yes,0.0,0.0,0.0,0.0,1,mp-694,0.24760987188465622,0.9774962167908336
1MoO2-1,Mo1 O2,MoO2,0.9123966902883982,1.6514393423740092,0.0280620116981171,Yes,0.39202000000000004,0.0,1.2937000000000003,0.0,6,mp-1041993|mp-510536|mp-1047075|mp-1047621|mvc-15431|mp-715550,0.5203766902883982,1.6514393423740092
2ZrS2-2,Zr2 S4,ZrS2,1.1279807126114034,2.154200467057194,0.1836490688849454,Yes,1.0478000000000003,1.0478000000000003,1.0478000000000003,1.97934,1,mp-1186,0.08018071261140314,0.17486046705719405
2ZrS2-1,Zr2 S4,ZrS2,0.702455499943561,1.719311305816075,0.0659242830894442,Yes,1.0478000000000003,1.0478000000000003,1.0478000000000003,1.97934,1,mp-1186,-0.34534450005643924,-0.26002869418392516
1ZnF2-2,Zn1 F2,ZnF2,4.424517187411544,6.911133958319651,0.11176624088838061,Yes,3.5202,3.48,3.5604,5.7574060000000005,2,mp-1873|mp-7709,0.9043171874115439,1.1537279583196502
1ZnF2-1,Zn1 F2,ZnF2,4.505831697772569,7.04070118337718,0.03886102297916535,Yes,3.5202,3.48,3.5604,5.7574060000000005,2,mp-1873|mp-7709,0.9856316977725692,1.28329518337718
2SCs2-1,Cs4 S2,Cs2S,1.2694008107682395,2.0885938848469348,0.0630889077597369,Yes,2.0957,2.0957,2.0957,2.956943,1,mp-540703,-0.8262991892317604,-0.8683491151530651
2BaI2-1,Ba2 I4,BaI2,3.633438612016804,4.606966312957807,0.04282822973579196,Yes,3.2512000000000003,3.0499,3.4525000000000006,4.619377999999999,2,mp-568536|mp-23260,0.38223861201680354,-0.012411687042192199
2PdI2-1,Pd2 I4,PdI2,0.5953535329697772,1.4717084709995498,0.03609623022548192,Yes,0.90335,0.8733000000000002,0.9333999999999998,1.868509,2,mp-27747|mp-569017,-0.30799646703022276,-0.39680052900045015
1HgI2-4,Hg1 I2,HgI2,0.7042529613151802,1.3696303013725286,0.18887672842878947,No,1.5663,1.3282999999999998,2.3184,2.785945,5,mp-23192|mp-23173|mp-567471|mp-583213|mp-568742,-0.8620470386848198,-1.4163146986274713
1HgI2-1,Hg1 I2,HgI2,1.540469691446846,2.3970432404775206,0.005735874795356939,Yes,1.5663,1.3282999999999998,2.3184,2.785945,5,mp-23192|mp-23173|mp-567471|mp-583213|mp-568742,-0.025830308553153936,-0.3889017595224793
1HgI2-3,Hg1 I2,HgI2,1.1991790911882427,1.9192581601279368,0.07663389567305323,No,1.5663,1.3282999999999998,2.3184,2.785945,5,mp-23192|mp-23173|mp-567471|mp-583213|mp-568742,-0.3671209088117573,-0.8666868398720631
1HgI2-2,Hg1 I2,HgI2,2.2238037960331125,3.18461910907266,0.026526576450399613,Yes,1.5663,1.3282999999999998,2.3184,2.785945,5,mp-23192|mp-23173|mp-567471|mp-583213|mp-568742,0.6575037960331125,0.39867410907266
1CrSe2-1,Cr1 Se2,CrSe2,0.6852428509563413,1.1284344191608056,0.0,Yes,0.0,0.0,0.0,0.0,1,mp-1009581,0.6852428509563413,1.1284344191608056
1CrO2-2,Cr1 O2,CrO2,0.4157070981881432,1.1440773459972675,0.16837984535271863,Yes,0.11734444444444442,0.0,0.3676,0.2439796666666667,10,mp-1040967|mp-1041961|mp-25499|mp-714929|mp-19177|mp-1044871|mp-1047121|mp-1009555|mp-1047643|mp-715488,0.2983626537436988,0.9000976793306008
1PtTe2-1,Te2 Pt1,Te2Pt,0.30257441273799957,0.5994879239060904,0.027408197527063177,Yes,0.0,0.0,0.0,0.0,1,mp-399,0.30257441273799957,0.5994879239060904
4SiTe2-1,Si4 Te8,SiTe2,1.2927574698482611,1.9402450516955878,0.0,Yes,0.0,0.0,0.0,0.0,1,mp-2755,1.2927574698482611,1.9402450516955878
2TiO2-1,Ti2 O4,TiO2,2.8548578251823153,5.342124276048439,0.12204203739251736,Yes,2.3426714285714287,1.0564999999999998,3.4299,3.858826635,22,mp-390|mp-777129|mp-430|mp-1840|mp-25433|mp-1008677|mp-25262|mp-34688|mp-2657|mp-1439|mp-572822|mp-1044853|mp-756655|mp-775938|mp-636827|mp-9173|mp-554278|mp-849533|mp-553432|mp-756587|mp-754769|mp-754672,0.5121863966108866,1.4832976410484395
2SAu2-1,Au4 S2,Au2S,0.6589141099375349,1.1389806874353803,0.07455458420640682,Yes,1.9021000000000001,1.9021000000000001,1.9021000000000001,3.0030520000000003,1,mp-947,-1.2431858900624653,-1.86407131256462
1ZrS2-2,Zr1 S2,ZrS2,0.9645436450701379,2.0227028863463703,0.18980588428956344,No,1.0478000000000003,1.0478000000000003,1.0478000000000003,1.97934,1,mp-1186,-0.08325635492986239,0.0433628863463702
1ZrS2-1,Zr1 S2,ZrS2,1.1591954974296987,2.1674626829675745,0.0,Yes,1.0478000000000003,1.0478000000000003,1.0478000000000003,1.97934,1,mp-1186,0.11139549742969845,0.1881226829675744
1WSe2-1,W1 Se2,WSe2,1.237876337239032,1.7304371317062133,0.0,Yes,1.3875199999999999,1.1997000000000002,1.5384,1.917704,5,mp-1025572|mp-1023933|mp-1821|mp-1028698|mp-1023936,-0.14964366276096785,-0.1872668682937868
1SrCl2-1,Sr1 Cl2,SrCl2,5.738033298715962,7.047010997614251,0.046028953042991226,Yes,5.2286,5.2286,5.2286,6.483313890000001,1,mp-23209,0.5094332987159618,0.5636971076142503
1SrCl2-2,Sr1 Cl2,SrCl2,4.9444653101938325,6.202427264782143,0.1943194367780491,Yes,5.2286,5.2286,5.2286,6.483313890000001,1,mp-23209,-0.28413468980616763,-0.2808866252178577
2SeAg2-1,Ag4 Se2,Ag2Se,1.250561441453233,2.070314074134185,0.0,Yes,0.3687333333333333,0.0,0.9678,0.5738669999999999,3,mp-568889|mp-754954|mp-568971,0.8818281081198995,1.4964470741341849
1GeSe2-1,Ge1 Se2,GeSe2,0.5641520177770518,1.448137338962411,0.051074282850726384,No,1.47845,1.4381000000000002,1.5188000000000001,1.9839820000000001,2,mp-540625|mp-10074,-0.9142979822229482,-0.5358446610375891
1GeSe2-2,Ge1 Se2,GeSe2,0.0,0.37827737639380143,0.12880825448982888,Yes,1.47845,1.4381000000000002,1.5188000000000001,1.9839820000000001,2,mp-540625|mp-10074,-1.47845,-1.6057046236061987
1CdCl2-1,Cd1 Cl2,CdCl2,3.8682847684144472,5.176434245379272,0.0,Yes,3.5179,3.5144,3.5214,4.6494824,2,mp-22881|mp-695850,0.3503847684144472,0.5269518453792719
1CdCl2-3,Cd1 Cl2,CdCl2,3.0976983811405514,4.344091830424737,0.1298086081433271,No,3.5179,3.5144,3.5214,4.6494824,2,mp-22881|mp-695850,-0.4202016188594486,-0.30539056957526345
1CdCl2-2,Cd1 Cl2,CdCl2,3.6158279284194177,4.984492468622904,0.0430701711278374,Yes,3.5179,3.5144,3.5214,4.6494824,2,mp-22881|mp-695850,0.09792792841941766,0.3350100686229043
2TeAg2-1,Ag4 Te2,Ag2Te,0.7864593433261888,1.440601833965506,0.0,Yes,0.0,0.0,0.0,0.0,4,mp-1592|mp-32811|mp-684798|mp-685048,0.7864593433261888,1.440601833965506
2SiTe2-1,Si2 Te4,SiTe2,0.5155316082942907,1.0882860988311407,0.05516384792079639,Yes,0.0,0.0,0.0,0.0,1,mp-2755,0.5155316082942907,1.0882860988311407
1PdS2-2,Pd1 S2,PdS2,1.1709399864419376,1.6808733331839538,0.10090480926394936,Yes,0.6036000000000001,0.6036000000000001,0.6036000000000001,1.5512009999999998,1,mp-13682,0.5673399864419375,0.129672333183954
1PdS2-1,Pd1 S2,PdS2,1.095415858329858,1.791017948528686,0.0622033616356917,Yes,0.6036000000000001,0.6036000000000001,0.6036000000000001,1.5512009999999998,1,mp-13682,0.49181585832985797,0.23981694852868607
4TeO2-1,Te4 O8,TeO2,2.6674607144308053,3.812044681286415,0.0,Yes,2.02135,0.0,3.0604,3.293537,6,mp-2237|mp-2739|mp-557|mp-2125|mp-8377|mp-561224,0.6461107144308054,0.5185076812864149
2MgI2-1,Mg2 I4,MgI2,2.6385354198822393,3.5933901553956313,0.08920306849496562,Yes,3.6162000000000005,3.6162000000000005,3.6162000000000005,4.77486231,1,mp-23205,-0.9776645801177613,-1.1814721546043683
2BaBr2-1,Ba2 Br4,BaBr2,4.677797672734289,5.7866027215220015,0.07502065859721914,Yes,4.3731,4.3731,4.3731,5.4549710000000005,1,mp-27456,0.3046976727342887,0.33163172152200104
2PdS2-1,Pd2 S4,PdS2,1.1198988050409382,2.014844453906189,0.0024108158765449397,Yes,0.6036000000000001,0.6036000000000001,0.6036000000000001,1.5512009999999998,1,mp-13682,0.5162988050409381,0.46364345390618933
1SnS2-2,Sn1 S2,SnS2,1.4381358188283782,2.5093624328680004,0.08240961676625365,Yes,1.6363666666666665,1.4855,1.865,2.25563044,3,mp-1170|mp-1002063|mp-9984,-0.19823084783828837,0.2537319928680004
1SnS2-1,Sn1 S2,SnS2,1.5874637779702907,2.3606727440800466,0.0,Yes,1.6363666666666665,1.4855,1.865,2.25563044,3,mp-1170|mp-1002063|mp-9984,-0.048902888696375824,0.10504230408004656
4MgCl2-1,Mg4 Cl8,MgCl2,5.338600262936167,6.7530308678349,0.06579511772403664,Yes,4.81625,3.379,5.6168,7.04159473,6,mp-570782|mp-570259|mp-569626|mp-571387|mp-23210|mp-570922,0.5223502629361665,-0.2885638621651001
1CdI2-3,Cd1 I2,CdI2,1.4900869929679814,2.2947577099620884,0.158745425304217,No,2.3669086206896552,2.3195,2.4482,3.336462,116,mp-571136|mp-569964|mp-680111|mp-571635|mp-569722|mp-573588|mp-571197|mp-647489|mp-680092|mp-573608|mp-569994|mp-582084|mp-571539|mp-571568|mp-570695|mp-570882|mp-567483|mp-570671|mp-627557|mp-571519|mp-669358|mp-627401|mp-571579|mp-570437|mp-568289|mp-570054|mp-669340|mp-669360|mp-571578|mp-567534|mp-571559|mp-567567|mp-570559|mp-571607|mp-570082|mp-571592|mp-669357|mp-570448|mp-571583|mp-571660|mp-571646|mp-568233|mp-570492|mp-571668|mp-571605|mp-571616|mp-28248|mp-571593|mp-571654|mp-570472|mp-570610|mp-570410|mp-569666|mp-570314|mp-571538|mp-570089|mp-569468|mp-571569|mp-570781|mp-571567|mp-571613|mp-569611|mp-571535|mp-570165|mp-570552|mp-574663|mp-571595|mp-571603|mp-669326|mp-570019|mp-582042|mp-570939|mp-669334|mp-570127|mp-571514|mp-571225|mp-570511|mp-680133|mp-571667|mp-571615|mp-680144|mp-567442|mp-680055|mp-567359|mp-680153|mp-680145|mp-680119|mp-567259|mp-624406|mp-680115|mp-680118|mp-567296|mp-680152|mp-567402|mp-624399|mp-571037|mp-680148|mp-684029|mp-680116|mp-680094|mp-569510|mp-680172|mp-680146|mp-680047|mp-624400|mp-624417|mp-567336|mp-680112|mp-680095|mp-680120|mp-624418|mp-680113|mp-571091|mp-680046|mp-680114|mp-680093,-0.8768216277216738,-1.0417042900379117
1CdI2-2,Cd1 I2,CdI2,2.135734719012448,2.9922793134602523,0.03020909311933817,Yes,2.3669086206896552,2.3195,2.4482,3.336462,116,mp-571136|mp-569964|mp-680111|mp-571635|mp-569722|mp-573588|mp-571197|mp-647489|mp-680092|mp-573608|mp-569994|mp-582084|mp-571539|mp-571568|mp-570695|mp-570882|mp-567483|mp-570671|mp-627557|mp-571519|mp-669358|mp-627401|mp-571579|mp-570437|mp-568289|mp-570054|mp-669340|mp-669360|mp-571578|mp-567534|mp-571559|mp-567567|mp-570559|mp-571607|mp-570082|mp-571592|mp-669357|mp-570448|mp-571583|mp-571660|mp-571646|mp-568233|mp-570492|mp-571668|mp-571605|mp-571616|mp-28248|mp-571593|mp-571654|mp-570472|mp-570610|mp-570410|mp-569666|mp-570314|mp-571538|mp-570089|mp-569468|mp-571569|mp-570781|mp-571567|mp-571613|mp-569611|mp-571535|mp-570165|mp-570552|mp-574663|mp-571595|mp-571603|mp-669326|mp-570019|mp-582042|mp-570939|mp-669334|mp-570127|mp-571514|mp-571225|mp-570511|mp-680133|mp-571667|mp-571615|mp-680144|mp-567442|mp-680055|mp-567359|mp-680153|mp-680145|mp-680119|mp-567259|mp-624406|mp-680115|mp-680118|mp-567296|mp-680152|mp-567402|mp-624399|mp-571037|mp-680148|mp-684029|mp-680116|mp-680094|mp-569510|mp-680172|mp-680146|mp-680047|mp-624400|mp-624417|mp-567336|mp-680112|mp-680095|mp-680120|mp-624418|mp-680113|mp-571091|mp-680046|mp-680114|mp-680093,-0.2311739016772072,-0.3441826865397477
