uid,formula,gap_pbe,gap_hse_true,gap_hse_pred,class,ehull,hform,thickness,is_magnetic,dyn_stab,natoms,n_species,has_F,has_Cl,has_Br,has_I,has_O,has_N,has_S,has_halide,has_alkali,has_alkaline_earth,has_transition_metal,mean_en,max_en,min_en,range_en,mean_period,max_period,mean_group,mean_cov_radius,mean_atomic_mass,dyn_stab_yes,s_chem_rf,s_chem_lr
2ClFeWO4-1,FeWClO4,1.0854812714487458,,3.641706943511963,Novel,0.0,-1.707477840415044,7.5259476276448645,1,No,14,4,0,1,0,0,1,0,0,1,0,0,1,2.6975,3.44,1.83,1.6099999999999999,3.75,6.0,11.75,1.19,72.78435,0,0.325,0.06470704411506321
2H2Si2S5-1,Si2H2S5,3.1929740325590488,,3.727402687072754,Novel,0.08148557351281355,-0.4256690142629888,5.4676012736375,0,No,18,3,0,0,0,0,0,0,1,0,0,0,0,2.2266666666666666,2.58,1.9,0.6800000000000002,2.3333333333333335,3.0,10.333333333333334,0.84,20.386146666666665,0,0.325,0.15645203764918786
4BrCu-1,CuBr,1.197795683907544,,3.525672912597656,Novel,0.019143840279075786,-0.2851120079586664,5.260547353236859,0,No,8,2,0,0,1,0,0,0,0,1,0,0,1,2.4299999999999997,2.96,1.9,1.06,4.0,4.0,14.0,1.1949999999999998,71.725,0,0.325,0.06496830132670132
2HgF2-1,HgF2,1.5553304738594074,,3.4814348220825195,Novel,0.04396187170326608,-1.5315857170676905,5.1095739533271844,0,No,6,2,1,0,0,0,0,0,0,1,0,0,1,2.99,3.98,2.0,1.98,4.0,6.0,14.5,1.065,109.79420160000001,0,0.325,0.07237206786604265
8ClCu-2,CuCl,1.9852565622408824,,4.58045768737793,Novel,0.06835610578847051,-0.38303213132973246,3.4713098994327565,0,No,16,2,0,1,0,0,0,0,0,1,0,0,1,2.5300000000000002,3.16,1.9,1.2600000000000002,3.5,4.0,14.0,1.12,49.4995,0,0.32,0.3541433408612498
2CaSO6-1,CaSO6,2.232471065830748,,5.091062068939209,Novel,0.040568580915484986,-1.6275407400065571,8.844166020508622,1,No,16,3,0,0,0,0,1,0,1,0,0,1,0,2.34,3.44,1.0,2.44,3.0,4.0,11.333333333333334,1.0999999999999999,29.380799999999997,0,0.32,0.5702481235291698
1ClIn2Br3-1,In2Br3Cl,1.806694521282529,,3.5294556617736816,Novel,0.03979965227382465,-0.8400248979354968,3.2347620337129257,0,No,6,3,0,1,1,0,0,0,0,1,0,0,0,2.6333333333333333,3.16,1.78,1.3800000000000001,4.0,5.0,15.666666666666666,1.0966666666666667,76.725,0,0.315,0.34913613594323284
6ClCu-2,CuCl,2.224892251373486,,4.309940338134766,Novel,0.028795581021892797,-0.4225926560963102,3.7778871492516863,0,No,12,2,0,1,0,0,0,0,0,1,0,0,1,2.5300000000000002,3.16,1.9,1.2600000000000002,3.5,4.0,14.0,1.12,49.4995,0,0.315,0.2736444745534736
6AgCl-3,AgCl,2.307656004568463,,3.69318413734436,Novel,0.017793904767427666,-0.42082284715141477,3.8233918650088103,0,No,12,2,0,1,0,0,0,0,0,1,0,0,1,2.545,3.16,1.93,1.2300000000000002,4.0,5.0,14.0,1.22,71.6606,0,0.315,0.16286303748653408
4IrF3-1,IrF3,1.139211190795495,,3.883622646331787,Novel,0.04591136183431477,-1.3967428542312557,2.526399822834354,0,No,16,2,1,0,0,0,0,0,0,1,0,0,1,3.09,3.98,2.2,1.7799999999999998,4.0,6.0,13.0,1.11,105.60770160000001,0,0.31,0.171220762425987
2ClFeMoO4-1,FeMoClO4,0.9511808639827236,,3.4009339809417725,Novel,0.0,-1.626805740262198,7.494089911711786,1,No,14,4,0,1,0,0,1,0,0,1,0,0,1,2.6475,3.44,1.83,1.6099999999999999,3.5,5.0,11.75,1.1825,50.80935,0,0.305,0.08337802961310595
2CdRb2I4-1,Rb2CdI4,3.092873259009297,,3.8690664768218994,Novel,0.05579846737859816,-1.0907085936210985,5.741175912269895,0,No,14,3,0,0,0,1,0,0,0,1,1,0,1,1.7233333333333334,2.66,0.82,1.8400000000000003,5.0,5.0,10.0,1.8033333333333335,108.26109000000001,0,0.305,0.0653961538055502
4TiF4-1,TiF4,3.626250236740247,,5.758516788482666,Novel,0.0,-3.456574501566167,3.3975751523070503,0,No,20,2,1,0,0,0,0,0,0,1,0,0,1,2.76,3.98,1.54,2.44,3.0,4.0,10.5,1.09,33.4327016,0,0.3,0.7473886519118459
12AgCl-1,AgCl,2.3163774139398536,,3.581676721572876,Novel,0.013576931777909232,-0.42503982014093317,3.8215898782630626,0,Unknown,24,2,0,1,0,0,0,0,0,1,0,0,1,2.545,3.16,1.93,1.2300000000000002,4.0,5.0,14.0,1.22,71.6606,0,0.3,0.3121005055302254
8AgCl-2,AgCl,1.7454627480219624,,3.424832344055176,Novel,0.037721361347975435,-0.400895390570867,1.1179319403130004,0,No,16,2,0,1,0,0,0,0,0,1,0,0,1,2.545,3.16,1.93,1.2300000000000002,4.0,5.0,14.0,1.22,71.6606,0,0.295,0.3700540248241213
2BrFeWO4-1,FeWBrO4,1.070610238870188,,3.497370958328247,Novel,0.0,-1.6598386855084866,7.807778871093017,1,No,14,4,0,0,1,0,1,0,0,1,0,0,1,2.6475,3.44,1.83,1.6099999999999999,4.0,6.0,11.75,1.2275,83.8971,0,0.295,0.04750357212704941
1MnI2-3,MnI2,1.0477720780541973,,3.570726156234741,Novel,0.1347537563683255,-0.2847430709572176,3.6440930133658167,1,No,3,2,0,0,0,1,0,0,0,1,0,0,1,2.105,2.66,1.55,1.11,4.5,5.0,12.0,1.38,90.9212575,0,0.285,0.024444306786281567
2ClFHg-1,HgClF,2.5644899770807354,,4.115761280059815,Novel,0.0,-1.3864130126434115,6.408119319499899,0,No,6,3,1,1,0,0,0,0,0,1,0,0,1,3.046666666666667,3.98,2.0,1.98,3.6666666666666665,6.0,15.333333333333334,0.9733333333333333,85.01380106666666,0,0.285,0.08764225701742041
2CdNa2I4-1,Na2CdI4,2.871305113206905,,3.62979793548584,Novel,0.05410300994803409,-0.9565621630598685,5.196412179812059,0,No,14,3,0,0,0,1,0,0,0,1,1,0,1,1.76,2.66,0.93,1.73,4.333333333333333,5.0,10.0,1.5533333333333335,87.43507976000001,0,0.275,0.15412138053108854
2MoF2O2-1,Mo(OF)2,2.796521028929312,,4.338429927825928,Novel,0.0,-2.411994926407337,3.56363366996378,0,No,10,3,1,0,0,0,1,0,0,1,0,0,1,3.1933333333333334,3.98,2.16,1.8199999999999998,3.0,5.0,13.0,0.9333333333333332,43.645934399999994,0,0.275,0.1938682186186845
2CNaO3-1,NaCO3,0.8828915277125322,,3.439952850341797,Novel,0.05723549047861383,-1.4124079904689943,4.440338704929513,1,No,10,3,0,0,0,0,1,0,0,0,1,0,0,2.3066666666666666,3.44,0.93,2.51,2.3333333333333335,3.0,10.333333333333334,1.0166666666666666,16.999956426666667,0,0.27,0.8058512835976314
1AgBr3-1,AgBr3,1.1565793770786934,,3.681593656539917,Novel,0.03299966175735802,-0.1559817475408849,3.086041911789077,0,No,4,2,0,0,1,0,0,0,0,1,0,0,1,2.445,2.96,1.93,1.03,4.5,5.0,14.0,1.295,93.8861,0,0.27,0.05048498335243008
2PbSO4-1,PbSO4,3.6072611826424503,,5.613563060760498,Novel,0.07582153448834698,-1.3895449724900402,4.133324239603919,0,No,12,3,0,0,0,0,1,0,1,0,0,0,0,2.783333333333333,3.44,2.33,1.1099999999999999,3.6666666666666665,6.0,15.333333333333334,0.9666666666666667,85.08813333333333,0,0.27,0.1268042405988569
5SnCl2-1,SnCl2,3.2702067695876607,,3.6131551265716553,Novel,0.028766457580399772,-0.9831785774874063,3.843252004026704,0,No,15,2,0,1,0,0,0,0,0,1,0,0,0,2.56,3.16,1.96,1.2000000000000002,4.0,5.0,15.5,1.12,77.0815,0,0.265,0.369604101676686
3AgBr-4,AgBr,2.168928171108508,,3.488876819610596,Novel,0.04412790325174121,-0.30331878090471714,0.0017440772226828827,0,No,6,2,0,0,1,0,0,0,0,1,0,0,1,2.445,2.96,1.93,1.03,4.5,5.0,14.0,1.295,93.8861,0,0.265,0.13529014929151328
2AgSnCl3-1,AgSnCl3,2.5260832524398302,,3.70920729637146,Novel,0.0,-0.7838970368661655,3.194487026669062,0,No,10,3,0,1,0,0,0,0,0,1,0,0,1,2.35,3.16,1.93,1.2300000000000002,4.333333333333333,5.0,14.0,1.2966666666666666,87.34373333333333,0,0.265,0.12117472030923782
1GeF4-1,GeF4,4.207412287305751,,6.786840438842773,Novel,3.552713678800501e-16,-2.4409676822564625,3.460098912357555,0,No,5,2,1,0,0,0,0,0,0,1,0,0,0,2.995,3.98,2.01,1.9700000000000002,3.0,4.0,15.5,0.835,45.8192016,0,0.255,0.38077381066345173
2PbSeO4-1,PbSeO4,3.521108043209049,,5.08872652053833,Novel,0.09673872756197059,-0.8749406476262322,4.441202403609429,0,No,12,3,0,0,0,0,1,0,0,0,0,0,0,2.7733333333333334,3.44,2.33,1.1099999999999999,4.0,6.0,15.333333333333334,1.0166666666666668,100.71979999999998,0,0.245,0.10262198393160775
8ClCu-1,CuCl,2.58991125904432,,4.6435160636901855,Novel,0.04744528799658987,-0.4039429491216131,5.385314839781048,0,No,16,2,0,1,0,0,0,0,0,1,0,0,1,2.5300000000000002,3.16,1.9,1.2600000000000002,3.5,4.0,14.0,1.12,49.4995,0,0.245,0.23448965993831225
3ClCu-2,CuCl,1.573747536878055,,3.9667229652404794,Novel,0.027588677143352964,-0.42379955997485,4.300759860817221,0,No,6,2,0,1,0,0,0,0,0,1,0,0,1,2.5300000000000002,3.16,1.9,1.2600000000000002,3.5,4.0,14.0,1.12,49.4995,0,0.24,0.1738795023086292
2InF3-1,InF3,4.64901186477659,,6.621748924255371,Novel,0.026177318767827806,-2.600956552608645,2.660820759833734,0,No,8,2,1,0,0,0,0,0,0,1,0,0,0,2.88,3.98,1.78,2.2,3.5,5.0,15.0,0.99,66.9082016,0,0.235,0.5092489270324799
2BrFHg-2,HgBrF,2.0965289598433072,,3.676114082336426,Novel,0.032879540146126374,-1.0429189667783367,6.506150147216166,0,No,6,3,1,0,1,0,0,0,0,1,0,0,1,2.98,3.98,2.0,1.98,4.0,6.0,15.333333333333334,1.0233333333333332,99.83080106666667,0,0.23,0.06757760072352108
2BrFHg-1,HgBrF,1.780154196678991,,3.5578532218933105,Novel,0.0,-1.075798506924463,6.326467044920613,0,No,6,3,1,0,1,0,0,0,0,1,0,0,1,2.98,3.98,2.0,1.98,4.0,6.0,15.333333333333334,1.0233333333333332,99.83080106666667,0,0.23,0.07110432059760473
4BrClMn-1,MnBrCl,1.8509173603751772,,5.110124111175537,Novel,0.03455986963626856,-0.8867069380258498,4.921072810858685,1,No,12,3,0,1,1,0,0,0,0,1,0,0,1,2.5566666666666666,3.16,1.55,1.61,3.6666666666666665,4.0,13.666666666666666,1.1133333333333333,56.765015,0,0.23,0.1807992664490957
1BrClOZr-1,ZrBrClO,2.292635460299117,,3.521921157836914,Novel,0.04695000989819942,-2.229265018645366,3.6778130249963965,0,No,4,4,0,1,1,0,1,0,0,1,0,0,1,2.7225,3.44,1.33,2.11,3.5,5.0,13.5,1.0675,55.6451,0,0.225,0.5890008875983814
2NaC2H3S3-1,NaH3C2S3,1.9260813608485587,,3.697540283203125,Novel,0.08263960385596489,-0.2195962591427616,12.000984094300973,0,No,18,4,0,0,0,0,0,0,1,0,1,0,0,2.065,2.58,0.93,1.65,2.25,3.0,8.0,0.9949999999999999,17.018352319999998,0,0.22,0.0349375870230749
4CaTeS3-1,CaTeS3,2.234522937666326,,3.571208477020264,Novel,0.0908391581707301,-0.7801370712549129,5.018561110181958,0,Unknown,20,3,0,0,0,0,0,0,1,0,0,1,0,1.8933333333333333,2.58,1.0,1.58,4.0,5.0,11.333333333333334,1.3499999999999999,66.581,0,0.21,0.23188369670590156
2HgRb2I4-1,Rb2HgI4,2.337726214905123,,3.428102493286133,Novel,0.049075865181884434,-0.9802836829026594,5.865218613611834,0,No,14,3,0,0,0,1,0,0,0,1,1,0,1,1.8266666666666669,2.66,0.82,1.8400000000000003,5.333333333333333,6.0,10.0,1.8366666666666667,137.65409,0,0.21,0.03806794585254659
2HSeNa3S4-1,Na3HSeS4,2.061499917136434,,3.490243434906006,Novel,0.06752410655342277,-0.5685091106696029,8.49078037270345,0,No,18,4,0,0,0,0,0,0,1,0,1,0,0,2.065,2.58,0.93,1.65,2.75,4.0,8.5,1.085,33.75567732,0,0.21,0.049868038465709974
16AgCl-1,AgCl,1.7593416100984205,,3.4627931118011475,Novel,0.03360209311149864,-0.4050146588073438,6.464724726054574,0,Unknown,32,2,0,1,0,0,0,0,0,1,0,0,1,2.545,3.16,1.93,1.2300000000000002,4.0,5.0,14.0,1.22,71.6606,0,0.21,0.26303790849048214
2ZnBr2-1,ZnBr2,2.796881794315222,,3.9234564304351807,Novel,0.08472682783850709,-0.8390047015674131,5.740789335923526,0,No,6,2,0,0,1,0,0,0,0,1,0,0,1,2.3049999999999997,2.96,1.65,1.31,4.0,4.0,14.5,1.18,72.6565,0,0.205,0.09493873701081312
2KC2H3S3-1,KH3C2S3,2.3320889997244025,,3.52365779876709,Novel,0.07229294275379496,-0.26119431863033465,10.660929143901054,0,No,18,4,0,0,0,0,0,0,1,0,1,0,0,2.0375,2.58,0.82,1.7600000000000002,2.5,4.0,8.0,1.1275,21.045485,0,0.195,0.03717367841907471
2HgNa2Br4-1,Na2HgBr4,2.5065586652449503,,3.4845659732818604,Novel,0.05757077910875884,-1.0875753828101369,5.0864134945449955,0,No,14,3,0,0,1,0,0,0,0,1,1,0,1,1.9633333333333336,2.96,0.93,2.03,4.333333333333333,6.0,10.0,1.5166666666666666,101.16125642666667,0,0.19,0.3196233297235295
3CuI-3,CuI,1.8957330879409329,,3.447331666946411,Novel,0.06883368456736975,-0.09727218053410376,4.1382140715406495,0,No,6,2,0,0,0,1,0,0,0,1,0,0,1,2.2800000000000002,2.66,1.9,0.7600000000000002,4.5,5.0,14.0,1.2999999999999998,95.225235,0,0.18,0.01967176344892251
5CuI-1,CuI,1.695733897697174,,3.4570775032043457,Novel,0.024000669100311088,-0.14210519600116242,3.8424311424057143,0,No,10,2,0,0,0,1,0,0,0,1,0,0,1,2.2800000000000002,2.66,1.9,0.7600000000000002,4.5,5.0,14.0,1.2999999999999998,95.225235,0,0.175,0.028287145771464274
2ZnAs2I2O3-1,ZnAs2I2O3,2.0068010175040976,,3.412668228149414,Novel,0.05333675253405523,-0.9401447246342025,10.262636342334845,0,No,16,4,0,0,0,1,1,0,0,1,0,0,1,2.4825,3.44,1.65,1.79,3.75,5.0,15.0,1.0474999999999999,70.8086175,0,0.17,0.08206998198186456
6CuI-1,CuI,0.5738020822017278,,3.409384489059448,Novel,0.030498020973389977,-0.13560784412808355,5.116074662086771,0,No,12,2,0,0,0,1,0,0,0,1,0,0,1,2.2800000000000002,2.66,1.9,0.7600000000000002,4.5,5.0,14.0,1.2999999999999998,95.225235,0,0.17,0.022246566482614357
6CuI-3,CuI,1.2534427203600664,,3.430845260620117,Novel,0.06763270156817702,-0.09847316353329649,5.116166035230073,0,No,12,2,0,0,0,1,0,0,0,1,0,0,1,2.2800000000000002,2.66,1.9,0.7600000000000002,4.5,5.0,14.0,1.2999999999999998,95.225235,0,0.17,0.02224596187223003
3AgCl-3,AgCl,2.496559741287616,,3.932933807373047,Novel,0.01891050590596007,-0.41970624601288237,4.653556156158656,0,No,6,2,0,1,0,0,0,0,0,1,0,0,1,2.545,3.16,1.93,1.2300000000000002,4.0,5.0,14.0,1.22,71.6606,0,0.17,0.09007439919101742
4AgCl-3,AgCl,2.770335410798116,,4.179244041442871,Novel,0.025179981837149423,-0.413436770081693,4.662447064224794,0,No,8,2,0,1,0,0,0,0,0,1,0,0,1,2.545,3.16,1.93,1.2300000000000002,4.0,5.0,14.0,1.22,71.6606,0,0.17,0.10207340343862989
6CuI-2,CuI,1.9147691108817888,,3.461414098739624,Novel,0.06442721109825451,-0.101678654003219,4.143774637608314,0,No,12,2,0,0,0,1,0,0,0,1,0,0,1,2.2800000000000002,2.66,1.9,0.7600000000000002,4.5,5.0,14.0,1.2999999999999998,95.225235,0,0.17,0.029676083083893818
2CdCs2I4-1,Cs2CdI4,3.0958770096059007,,3.5859951972961426,Novel,0.0836012743125986,-1.1239202571278442,5.886919443659261,0,Unknown,14,3,0,0,0,1,0,0,0,1,1,0,1,1.7133333333333336,2.66,0.79,1.87,5.333333333333333,6.0,10.0,1.9133333333333333,124.07364063333334,0,0.165,0.043930459524103155
4AgCl-2,AgCl,2.6664045499180085,,4.059994220733643,Novel,0.022055086294180626,-0.4165616656246618,4.756608208388783,0,No,8,2,0,1,0,0,0,0,0,1,0,0,1,2.545,3.16,1.93,1.2300000000000002,4.0,5.0,14.0,1.22,71.6606,0,0.16,0.09947776626573497
2CoBr3-2,CoBr3,0.0267157649267004,,3.6863455772399902,Novel,0.1954017971500659,-0.21036372672710257,3.1756466308262272,1,No,8,2,0,0,1,0,0,0,0,1,0,0,1,2.42,2.96,1.88,1.08,4.0,4.0,13.0,1.23,69.4185975,0,0.155,0.06063402412226895
2SnTlCl3-1,TlSnCl3,2.687900669255879,,3.454776763916016,Novel,0.021453607754279604,-0.9953945614328319,5.946949913296554,0,No,10,3,0,1,0,0,0,0,0,1,0,0,0,2.2466666666666666,3.16,1.62,1.54,4.666666666666667,6.0,14.666666666666666,1.2666666666666666,119.51543333333332,0,0.15,0.22523167964588414
1ZnH2S2-1,Zn(HS)2,2.5326562198434623,,3.647793054580689,Novel,0.1564805076002534,-0.2836751924029848,5.106188252761728,0,Unknown,5,3,0,0,0,0,0,0,1,0,0,0,1,2.143333333333333,2.58,1.65,0.9300000000000002,2.6666666666666665,4.0,9.666666666666666,0.9433333333333334,32.827313333333336,0,0.145,0.03673064832849077
2InSnCl3-1,InSnCl3,2.540033769747774,,3.5476465225219727,Novel,0.015063736840579444,-0.9289086896499864,6.205821267109788,0,No,10,3,0,1,0,0,0,0,0,1,0,0,0,2.3000000000000003,3.16,1.78,1.3800000000000001,4.333333333333333,5.0,14.666666666666666,1.2666666666666666,89.66033333333333,0,0.145,0.1634121855607932
2PBr3-1,PBr3,2.2398930912395727,,3.542774200439453,Novel,0.05921985414098768,-0.26191435615827396,3.007635154066784,0,No,8,2,0,0,1,0,0,0,0,1,0,0,0,2.575,2.96,2.19,0.77,3.5,4.0,16.0,0.96,55.438880999999995,0,0.14,0.21105410436406777
2AgClNC3F4-1,AgC3NClF4,1.6164439739859473,,4.0390825271606445,Novel,0.08099799695649282,-0.9637772899297694,6.925373250882306,0,No,20,5,1,1,0,0,0,1,0,1,0,0,1,2.932,3.98,1.93,2.05,2.8,5.0,14.8,0.818,37.667400640000004,0,0.14,0.1298075352802459
1AsClGaIS2-1,GaAsS2ICl,1.995821374959444,,3.468770265579224,Novel,0.06520040763707395,-0.47922553140848184,3.299748362640969,0,No,6,5,0,1,0,1,0,0,1,1,0,0,0,2.478,3.16,1.81,1.35,3.8,5.0,15.6,1.0639999999999998,67.813414,0,0.13,0.10485800049071105
6ClTl-2,TlCl,2.6290247578802486,,3.636253595352173,Novel,0.08564068381095913,-0.9385621865551101,5.748116058468748,0,No,12,2,0,1,0,0,0,0,0,1,0,0,0,2.39,3.16,1.62,1.54,4.5,6.0,15.0,1.175,119.91815,0,0.12,0.3951752694891883
5ClTl-1,TlCl,3.049682882434345,,4.384632587432861,Novel,0.08507565503963228,-0.9391272153264371,4.974403835897188,0,No,10,2,0,1,0,0,0,0,0,1,0,0,0,2.39,3.16,1.62,1.54,4.5,6.0,15.0,1.175,119.91815,0,0.12,0.41793033600820617
1HgCl2N2C4H4-1,HgH4C4(NCl)2,2.523353404765554,,3.7043824195861816,Novel,0.1462067486267536,-0.15926380281339575,3.998794016992301,0,Unknown,13,5,0,1,0,0,0,1,0,1,0,0,1,2.59,3.16,2.0,1.1600000000000001,2.8,6.0,11.8,0.852,52.613668,0,0.11,0.09804798187432165
2SbCl3-1,SbCl3,2.6467294446383947,,4.0369954109191895,Novel,0.022984838211477232,-0.8655000001711839,3.0745097406915862,0,No,8,2,0,1,0,0,0,0,0,1,0,0,0,2.605,3.16,2.05,1.1100000000000003,4.0,5.0,16.0,1.06,78.60650000000001,0,0.09,0.26921714502827215
4FHgI-1,HgIF,1.6764167143103292,,3.5441019535064697,Novel,0.0,-0.996195093398735,6.297517233589713,0,No,12,3,1,0,0,1,0,0,0,1,0,0,1,2.8800000000000003,3.98,2.0,1.98,4.333333333333333,6.0,15.333333333333334,1.0933333333333333,115.49762439999999,0,0.09,0.07197753483229964
2CKO3-2,KCO3,1.0502219771487835,,3.79727554321289,Novel,0.03807641562648456,-1.4664940610398092,4.5219816246062,1,No,10,3,0,0,0,0,1,0,0,0,1,0,0,2.27,3.44,0.82,2.62,2.6666666666666665,4.0,10.333333333333334,1.1933333333333334,22.369466666666668,0,0.07,0.7155294662979996
2OSn-1,SnO,3.020261517193606,,3.460690975189209,Novel,0.021404246706370422,-1.2819977666915463,2.3548787244765563,0,No,4,2,0,0,0,0,1,0,0,0,0,0,0,2.7,3.44,1.96,1.48,3.5,5.0,15.0,0.965,67.3547,0,0.06,0.4301274701480756
1Al2S3-1,Al2S3,2.4296388356643384,,3.607585430145264,Novel,0.044064128731407234,-1.0265636062669672,5.583053029378511,0,No,5,2,0,0,0,0,0,0,1,0,0,0,0,2.095,2.58,1.61,0.97,3.0,3.0,14.5,1.03,29.5232693,0,0.06,0.06410481818757321
1Zn9Cl16-1,Zn9Cl16,2.364951882634644,,3.62956428527832,Novel,0.041015018243428326,-1.081222431965806,12.805376534744319,0,Unknown,25,2,0,1,0,0,0,0,0,1,0,0,1,2.4050000000000002,3.16,1.65,1.5100000000000002,3.5,4.0,14.5,1.105,50.431000000000004,0,0.055,0.10844981350960813
12ClTl-1,TlCl,2.9939228401369364,,3.8477046489715576,Novel,0.069374362678481,-0.9548285076875883,6.615903233916894,0,Unknown,24,2,0,1,0,0,0,0,0,1,0,0,0,2.39,3.16,1.62,1.54,4.5,6.0,15.0,1.175,119.91815,0,0.05,0.5390740204753017
3Mg3I4-1,Mg3I4,1.4883322599758992,,4.046304225921631,Novel,0.09994590679455229,-0.8271735129570053,13.940271351528011,0,Unknown,21,2,0,0,0,1,0,0,0,1,0,1,0,1.985,2.66,1.31,1.35,4.0,5.0,9.5,1.2999999999999998,75.604735,0,0.05,0.1987891128177819
8CdBr2-1,CdBr2,2.7534435119278364,,3.752681016921997,Novel,0.034258070067192094,-0.8686229009024103,7.141324174516859,0,Unknown,24,2,0,0,1,0,0,0,0,1,0,0,1,2.325,2.96,1.69,1.27,4.5,5.0,14.5,1.275,96.1575,0,0.04,0.11322765368189638
12AgBr-1,AgBr,2.51092417048818,,3.610288619995117,Novel,0.0246664513448287,-0.32278023281162965,4.623148901359622,0,Unknown,24,2,0,0,1,0,0,0,0,1,0,0,1,2.445,2.96,1.93,1.03,4.5,5.0,14.0,1.295,93.8861,0,0.03,0.12009599999378132
8AgBr-3,AgBr,2.5511454921165475,,3.5062851905822754,Novel,0.046765298762639296,-0.30068138539381906,6.282309922759182,0,No,16,2,0,0,1,0,0,0,0,1,0,0,1,2.445,2.96,1.93,1.03,4.5,5.0,14.0,1.295,93.8861,0,0.03,0.04477089782795058
